uid,sentence
1358,You have decided to sail back to the newly discovered seventh continent to attempt to lift the terrible curse that has struck you since your return from the previous expedition.
1358,"In The 7th Continent, a solo or cooperative ""choose-your-own-adventure"" exploration board game, you choose a character and begin your adventure on your own or with a team of other explorers."
1358,"Inspired by the Fighting Fantasy book series, you will discover the extent of this wild new land through a variety of terrain and event cards."
1358,"In a land fraught with danger and wonders, you have to use every ounce of wit and cunning to survive, crafting tools, weapons, and shelter to ensure your survival."
1358,"Unlike most board games, it will take you many, MANY hours of exploring and searching the seventh continent until you eventually discover how to remove the curse(s)... or die trying."
1358,"Fortunately, The 7th Continent features an easy saving system so that you can stop playing at any time and resume your adventure later on, just like in a video game!"
1358,"The ""Classic Edition"" includes 3 curses for players to face – “The Voracious Goddess”, “An offering to the Guardians”, “The Bloody Hunt” – and contains 849 cards, 2 storage trays, 34 dividers, 9 cardboard figures with plastic stands, 8 dice, a 24-page rule booklet and 1 player aid."
1358,"It differs from the “Collector Edition” of The 7th Continent, that was available via Serious Poulp's two successful Kickstarter campaigns, in that it lacks all of Kickstarter exclusives (1 curse, 2 characters, 113 adventure cards, and component upgrades such as the plastic figures, discard pile holder and magnifying glass)."
1359,"Take on the role of one of the great monarchs of the past, and show your valor!"
1359,"You will arrive in a vast and rich territory, but the road to the prosperity is filled with challenges."
1359,"In Brazil: Imperial, you need to construct buildings, manage resources, explore the land, create trade, acquire the support of the greatest personalities of the country, and recruit a powerful army to protect your interest against the rival states."
1359,"If you make the right choices, you can complete missions to progress to a more advanced era, receiving new interesting options of development and victory points."
1359,"In the end, the best monarch receives the title of Brazilian Emperor and constructs a new era of prosperity, freedom and peace!"
1359,"In more detail, while playing in a modular map board that recreate real regions, you use a combination of worker placement, area majority, and individual powers to construct an empire in Brazil between the 16th and 19th centuries."
1359,"You start by choosing one of the available monarchs and its personal game board and components; some monarchs are strong in combat, while others prioritize science or exploration."
1359,"You receive tasks that advance you to a new era when you complete them, giving you access to more power constructions as you move into the second and third eras of the game, then you choose a starting point on the shared map."
1359,"On each turn, you can participate in an action phase and a movement phase."
1359,"You manage actions on your individual game board, and you have these seven choices:

Deploy: Summon one military unit to explore and defend your territory."
1359,Frame: Buy cards that represent famous historic figures to receive special powers and victory points.
1359,"Build: Construct farms, mines, cities, and other structures to generate resources and do other things."
1359,Renovate: Overhaul an old building to produce new resources.
1359,"Manufacture: Produce basic resources — wood, sugar cane, cotton, or coffee — to receive victory points, improve your ""action arches"", and have raw material for more valuable products."
1359,Harbor: Go to the port to receive a small amount of basic resources.
1359,Trade: Sell your basic resources to receive gold and special cards to improve your empire.
1359,"During the movement phase, you can explore hidden places or attack other players."
1359,"For combat, you check the power of the troops involved in the conflict to determine the winner, with cards being able to modify these values."
